conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f,skill/competence,sector-specific,purchase vehicle parts,"carrying out parts purchasing
complete parts purchasing
carry out parts purchases
make parts purchasing
oversee parts purchasing
carry out parts purchasing
carry out part purchasing
undertake parts purchasing",,released,2020-06-30T08:41:54.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Order specific parts required for maintenance and repair of a wide variety of vehicles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,skill/competence,cross-sector,inspect offshore constructions,"examine offshore constructions
evaluate offshore constructions
check offshore constructions
assess offshore constructions",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Conduct regular inspections during and after the construction of offshore facilities such as oil platforms to ensure risk minimisation and compliance with regulations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0156865e-5010-4908-8e0f-ce3aebc2d136,skill/competence,occupation-specific,adjust envelope cutting settings,"modify envelope cutting settings
change envelope cutting settings
adapt envelope cutting settings
tweak envelope cutting settings",,released,2023-11-30T16:18:14.909Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make sure that the right window cutting and patching standard are used. Prepare this by gumming on the blank with a dry patch and on the window material during its conveyance. Adjust on the basis of window, gum, and patch position and level of evenness."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d,skill/competence,sector-specific,prepare oils,"prepare oil
arrange oil
select and mix oil
arrange oils
assemble oils
assemble oil",,released,2023-11-30T15:09:08.216Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Select the appropriate oils for the client, mix and blend them in order to create individualised compounds with specific needs and ratios for clients, keeping records of applied treatments and the blends used during the therapy."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5,skill/competence,sector-specific,purchase supplies,"acquire supplies
pay for supplies
gain supplies
purchase DIY supplies
purchase of supplies
supplies purchasing
purchasing supplies
buy supplies",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Purchase and replenish supplies; make sure that all required goods are available in stock.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015cd017-b146-4c9d-ab10-5dfca451c30a,skill/competence,sector-specific,pursue excellence in the creation of food products,"look for excellence in the creation of food products
pursue excellence in the creation of a food product
aim for excellence in the creation of food products
seek excellence in the creation of food products",,released,2023-11-28T10:50:07.376Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Try to develop food products in their most qualitative form possible.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0162b701-6bb4-400a-b557-7996053d7daf,skill/competence,sector-specific,maintain personal hygiene standards when cleaning,"keep up personal hygiene standards when cleaning
sustain personal hygiene standards when cleaning
maintain personal hygiene standard when cleaning
maintain personal hygiene when cleaning",,released,2023-11-30T15:55:38.825Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make sure to keep yourself clean and tidy and wear protective equipment when performing cleaning activities, as required by the health and safety procedures of the task or the organisation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0165e6c7-14d9-47f6-a882-565f8da14526,knowledge,occupation-specific,water skiing,waterski,,released,2023-10-31T17:05:37.122Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The techniques and rules for the practice of water skiing. Knowledge of the equipment needed for this high-speed water surface sport such as the tow rope, boat, wetsuits, and the ski boards."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0167ee96-f478-4383-afe6-aabf387da5b3,skill/competence,cross-sector,liaise with typists,"collaborate with typists
liaise with typist
liaising with typists
cooperate with typists
work together with typists",,released,2024-01-09T14:25:41.682Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Give instructions to typists about the addressees, the appropriate format, the number of copies required, etc. for them to type the final documents."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2,skill/competence,sector-specific,assess railway operations,"conduct review of railway performance
conduct study on railway operations and performance
analyse railway operations
conduct analysis of railway operations
appraise railway operations
evaluate railway operations
review railway operations
conduct evaluation of railway performance",,released,2023-11-30T16:24:13.621Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Review and study existing railroad equipment, facilities, systems and processes in order to improve railway safety and efficiency, increase quality, and reduce costs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,skill/competence,occupation-specific,practise extreme sports,"practising extreme sports
practise extreme sport
engage in extreme sports
participate in extreme sports
play extreme sports
practice extreme sports",,released,2016-12-20T19:41:34Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Practise action sports considered to have a high level of inherent danger and involving speed, height, a high level of physical exertion, and highly specialized gear."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,skill/competence,transversal,adopt ways to foster biodiversity and animal welfare,"concretely support biodiversity and animal welfare
implement environmental choices in your own eating habit
adopt a sustainable eating habit
take sustainability issues into account in consumption choices
take animal welfare into account when buying food products
promoting organic and biological food consumption","think about biodiversity
eat bio
aim for a vegan diet",released,2021-09-13T12:37:55.414Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Engage in behaviours that help maintaining stable ecosystems and combatting mass extinction, for example by making conscious dietary choices that support organic food production and animal welfare."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18,skill/competence,occupation-specific,provide chaperone for children on set,"arrange chaperone for children on set
providing chaperone for children on set
provide chaperone for child on set
organise chaperone for children on set
offer chaperone for children on set",,released,2023-11-30T15:06:53.54Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Make sure there is always a chaperone present on the set when recruiting underage children to perform in a motion picture.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5,skill/competence,cross-sector,organise labour,"worker organising
organise workers
organize labor
organising labour
workers organising
labour organising
organising workers",,released,2016-12-20T17:23:17Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Organise, allocate and coordinate members of the team. Organise production programmes and plan the production and sales. Purchase materials and equipment. Manage stocks."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96,skill/competence,sector-specific,use glass engraving tools,"work with glass engraving tools
glass engraving with tools
glass engraving tools using
working with glass engraving tools
use engraving tools on glass
using glass engraving tools",,released,2023-11-30T14:56:16.943Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Use engraving tools which use steel, stone or copper wheels according to the kind of glass or glassware."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8,skill/competence,sector-specific,operate wrecking ball,"control wrecking ball
operation of wrecking ball
demolish structure with wrecking ball
wrecking ball control
demolition with wrecking ball
wrecking ball operation",,released,2023-11-30T15:32:54.775Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Use a wrecking ball to demolish a structure or parts of it. Hoist the wrecking ball into the air with a crane. Drop the ball or swing it in a controlled manner to hit the structure. Prevent misses as the weight and momentum of the ball may destabilise the crane.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6,skill/competence,cross-sector,evaluate garment quality,"estimate wearing apparel quality
evaluate quality of clothing
evaluate quality of garments
evaluate wearing apparel quality
evaluate quality of wearing apparel
estimate clothing quality
inspect clothing quality
evaluate clothing quality
inspect garment quality
estimate garment quality",,released,2023-11-30T16:50:33.272Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Evaluating stitching, construction, attachments, fasteners, embellishments, shading within the garment; evaluating pattern continuity-, matching; evaluating tapes and linings."
