career_id,experience_text,experience_text_vi,degree_text,degree_text_vi,salary_min_en,salary_max_en,salary_avg_en,salary_currency_en,salary_bands_en,salary_min,salary_max,salary_avg,salary_currency,salary_bands,updated_at
1,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",60655.00,120956.00,90805.00,USD,"[{""max"""": 78526.89"," '""min'"": 60655.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 87105.84"," '""min'"": 78526.89"," """"label"""": """"Associate Level""""}"," {'""max'"": 105622.42"," '""min'"": 87105.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 120030.05"," '""min'"": 105622.42"," '""label'"": '""Manager Level'""}"," {'""max'"": 120956.0"," '""min'"": 120030.05"," '""label'"": '""Executive Level'""}]""",1455720000.00,2902944000.00,2179320000.00,VND,"[{'max'"": 1884645438"," '""min'"": 1455720000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2090540106"," '""min'"": 1884645438"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2534938186"," '""min'"": 2090540106"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2880721212"," '""min'"": 2534938186"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2902944000"," '""min'"": 2880721212"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
78,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,62912.00,152808.00,107860.00,USD,"[{""max"""": 94290.98"," '""min'"": 62912.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 108097.8"," '""min'"": 94290.98"," """"label"""": """"Mid Level""""}"," {'""max'"": 136627.55"," '""min'"": 108097.8"," '""label'"": '""Senior Level'""}"," {'""max'"": 152808.0"," '""min'"": 136627.55"," '""label'"": '""Lead Level'""}]""",1509888000.00,3667392000.00,2588640000.00,VND,"[{'max'"": 2262983480"," '""min'"": 1509888000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2594347264"," '""min'"": 2262983480"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3279061260"," '""min'"": 2594347264"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3667392000"," '""min'"": 3279061260"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
79,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,45028.00,135599.00,90313.00,USD,"[{""max"""": 74051.6"," '""min'"": 45028.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 94634.45"," '""min'"": 74051.6"," """"label"""": """"Mid Level""""}"," {'""max'"": 123689.79"," '""min'"": 94634.45"," '""label'"": '""Senior Level'""}"," {'""max'"": 135599.0"," '""min'"": 123689.79"," '""label'"": '""Lead Level'""}]""",1080672000.00,3254376000.00,2167512000.00,VND,"[{'max'"": 1777238485"," '""min'"": 1080672000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2271226879"," '""min'"": 1777238485"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2968554965"," '""min'"": 2271226879"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3254376000"," '""min'"": 2968554965"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
80,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,78065.00,142746.00,110405.00,USD,"[{""max"""": 98463.82"," '""min'"": 78065.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 115746.59"," '""min'"": 98463.82"," """"label"""": """"Mid Level""""}"," {'""max'"": 131145.71"," '""min'"": 115746.59"," '""label'"": '""Senior Level'""}"," {'""max'"": 142746.0"," '""min'"": 131145.71"," '""label'"": '""Lead Level'""}]""",1873560000.00,3425904000.00,2649720000.00,VND,"[{'max'"": 2363131668"," '""min'"": 1873560000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2777918066"," '""min'"": 2363131668"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3147496968"," '""min'"": 2777918066"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3425904000"," '""min'"": 3147496968"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
81,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,40160.00,142748.00,91454.00,USD,"[{""max"""": 67042.91"," '""min'"": 40160.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 98520.79"," '""min'"": 67042.91"," """"label"""": """"Mid Level""""}"," {'""max'"": 128607.88"," '""min'"": 98520.79"," '""label'"": '""Senior Level'""}"," {'""max'"": 142748.0"," '""min'"": 128607.88"," '""label'"": '""Lead Level'""}]""",963840000.00,3425952000.00,2194896000.00,VND,"[{'max'"": 1609029954"," '""min'"": 963840000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2364498884"," '""min'"": 1609029954"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3086589079"," '""min'"": 2364498884"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3425952000"," '""min'"": 3086589079"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
82,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,74611.00,196495.00,135553.00,USD,"[{""max"""": 111978.12"," '""min'"": 74611.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 139138.28"," '""min'"": 111978.12"," """"label"""": """"Mid Level""""}"," {'""max'"": 183931.04"," '""min'"": 139138.28"," '""label'"": '""Senior Level'""}"," {'""max'"": 196495.0"," '""min'"": 183931.04"," '""label'"": '""Lead Level'""}]""",1790664000.00,4715880000.00,3253272000.00,VND,"[{'max'"": 2687474993"," '""min'"": 1790664000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3339318776"," '""min'"": 2687474993"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4414344892"," '""min'"": 3339318776"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 4715880000"," '""min'"": 4414344892"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
83,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,63221.00,173512.00,118366.00,USD,"[{""max"""": 100733.79"," '""min'"": 63221.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 121277.1"," '""min'"": 100733.79"," """"label"""": """"Mid Level""""}"," {'""max'"": 162839.94"," '""min'"": 121277.1"," '""label'"": '""Senior Level'""}"," {'""max'"": 173512.0"," '""min'"": 162839.94"," '""label'"": '""Lead Level'""}]""",1517304000.00,4164288000.00,2840784000.00,VND,"[{'max'"": 2417611048"," '""min'"": 1517304000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2910650342"," '""min'"": 2417611048"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3908158496"," '""min'"": 2910650342"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 4164288000"," '""min'"": 3908158496"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
84,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,71537.00,170329.00,120933.00,USD,"[{""max"""": 98979.91"," '""min'"": 71537.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 128252.55"," '""min'"": 98979.91"," """"label"""": """"Mid Level""""}"," {'""max'"": 156645.26"," '""min'"": 128252.55"," '""label'"": '""Senior Level'""}"," {'""max'"": 170329.0"," '""min'"": 156645.26"," '""label'"": '""Lead Level'""}]""",1716888000.00,4087896000.00,2902392000.00,VND,"[{'max'"": 2375517739"," '""min'"": 1716888000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3078061289"," '""min'"": 2375517739"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3759486188"," '""min'"": 3078061289"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 4087896000"," '""min'"": 3759486188"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
85,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,41807.00,199587.00,120697.00,USD,"[{""max"""": 91357.45"," '""min'"": 41807.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 119990.81"," '""min'"": 91357.45"," """"label"""": """"Mid Level""""}"," {'""max'"": 183984.25"," '""min'"": 119990.81"," '""label'"": '""Senior Level'""}"," {'""max'"": 199587.0"," '""min'"": 183984.25"," '""label'"": '""Lead Level'""}]""",1003368000.00,4790088000.00,2896728000.00,VND,"[{'max'"": 2192578918"," '""min'"": 1003368000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2879779420"," '""min'"": 2192578918"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4415621915"," '""min'"": 2879779420"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 4790088000"," '""min'"": 4415621915"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
86,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,43789.00,143924.00,93856.00,USD,"[{""max"""": 73021.07"," '""min'"": 43789.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 95317.88"," '""min'"": 73021.07"," """"label"""": """"Mid Level""""}"," {'""max'"": 133165.16"," '""min'"": 95317.88"," '""label'"": '""Senior Level'""}"," {'""max'"": 143924.0"," '""min'"": 133165.16"," '""label'"": '""Lead Level'""}]""",1050936000.00,3454176000.00,2252544000.00,VND,"[{'max'"": 1752505739"," '""min'"": 1050936000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2287629196"," '""min'"": 1752505739"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3195963833"," '""min'"": 2287629196"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3454176000"," '""min'"": 3195963833"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
87,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,67239.00,143148.00,105193.00,USD,"[{""max"""": 89834.53"," '""min'"": 67239.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 107684.8"," '""min'"": 89834.53"," """"label"""": """"Mid Level""""}"," {'""max'"": 134259.73"," '""min'"": 107684.8"," '""label'"": '""Senior Level'""}"," {'""max'"": 143148.0"," '""min'"": 134259.73"," '""label'"": '""Lead Level'""}]""",1613736000.00,3435552000.00,2524632000.00,VND,"[{'max'"": 2156028750"," '""min'"": 1613736000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2584435193"," '""min'"": 2156028750"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3222233471"," '""min'"": 2584435193"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3435552000"," '""min'"": 3222233471"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
88,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,52519.00,138793.00,95656.00,USD,"[{""max"""": 78979.05"," '""min'"": 52519.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 101707.6"," '""min'"": 78979.05"," """"label"""": """"Mid Level""""}"," {'""max'"": 125581.95"," '""min'"": 101707.6"," '""label'"": '""Senior Level'""}"," {'""max'"": 138793.0"," '""min'"": 125581.95"," '""label'"": '""Lead Level'""}]""",1260456000.00,3331032000.00,2295744000.00,VND,"[{'max'"": 1895497227"," '""min'"": 1260456000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2440982453"," '""min'"": 1895497227"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3013966865"," '""min'"": 2440982453"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3331032000"," '""min'"": 3013966865"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
89,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,74182.00,171549.00,122865.00,USD,"[{""max"""": 102151.87"," '""min'"": 74182.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 123010.48"," '""min'"": 102151.87"," """"label"""": """"Mid Level""""}"," {'""max'"": 161932.36"," '""min'"": 123010.48"," '""label'"": '""Senior Level'""}"," {'""max'"": 171549.0"," '""min'"": 161932.36"," '""label'"": '""Lead Level'""}]""",1780368000.00,4117176000.00,2948760000.00,VND,"[{'max'"": 2451644850"," '""min'"": 1780368000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2952251542"," '""min'"": 2451644850"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3886376590"," '""min'"": 2952251542"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 4117176000"," '""min'"": 3886376590"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
90,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,61840.00,157090.00,109465.00,USD,"[{""max"""": 94362.3"," '""min'"": 61840.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 113577.01"," '""min'"": 94362.3"," """"label"""": """"Mid Level""""}"," {'""max'"": 147990.68"," '""min'"": 113577.01"," '""label'"": '""Senior Level'""}"," {'""max'"": 157090.0"," '""min'"": 147990.68"," '""label'"": '""Lead Level'""}]""",1484160000.00,3770160000.00,2627160000.00,VND,"[{'max'"": 2264695233"," '""min'"": 1484160000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2725848261"," '""min'"": 2264695233"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3551776269"," '""min'"": 2725848261"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3770160000"," '""min'"": 3551776269"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
91,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,48760.00,181064.00,114912.00,USD,"[{""max"""": 86289.25"," '""min'"": 48760.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 115357.63"," '""min'"": 86289.25"," """"label"""": """"Mid Level""""}"," {'""max'"": 162082.12"," '""min'"": 115357.63"," '""label'"": '""Senior Level'""}"," {'""max'"": 181064.0"," '""min'"": 162082.12"," '""label'"": '""Lead Level'""}]""",1170240000.00,4345536000.00,2757888000.00,VND,"[{'max'"": 2070942118"," '""min'"": 1170240000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2768583044"," '""min'"": 2070942118"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3889970764"," '""min'"": 2768583044"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 4345536000"," '""min'"": 3889970764"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
92,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,77698.00,131507.00,104602.00,USD,"[{""max"""": 94382.15"," '""min'"": 77698.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 104674.85"," '""min'"": 94382.15"," """"label"""": """"Mid Level""""}"," {'""max'"": 121819.97"," '""min'"": 104674.85"," '""label'"": '""Senior Level'""}"," {'""max'"": 131507.0"," '""min'"": 121819.97"," '""label'"": '""Lead Level'""}]""",1864752000.00,3156168000.00,2510448000.00,VND,"[{'max'"": 2265171624"," '""min'"": 1864752000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2512196301"," '""min'"": 2265171624"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2923679356"," '""min'"": 2512196301"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3156168000"," '""min'"": 2923679356"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
93,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,73031.00,132205.00,102618.00,USD,"[{""max"""": 90872.42"," '""min'"": 73031.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 104682.94"," '""min'"": 90872.42"," """"label"""": """"Mid Level""""}"," {'""max'"": 124807.84"," '""min'"": 104682.94"," '""label'"": '""Senior Level'""}"," {'""max'"": 132205.0"," '""min'"": 124807.84"," '""label'"": '""Lead Level'""}]""",1752744000.00,3172920000.00,2462832000.00,VND,"[{'max'"": 2180938064"," '""min'"": 1752744000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2512390595"," '""min'"": 2180938064"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2995388077"," '""min'"": 2512390595"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 3172920000"," '""min'"": 2995388077"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
94,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Considerable preparation needed. Usually requires 2-4 years of related work experience.,Bachelor's degree required. Master's degree preferred for senior positions.,Bachelor's degree required. Master's degree preferred for senior positions.,41912.00,102032.00,71972.00,USD,"[{""max"""": 60858.24"," '""min'"": 41912.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 73638.61"," '""min'"": 60858.24"," """"label"""": """"Mid Level""""}"," {'""max'"": 92222.48"," '""min'"": 73638.61"," '""label'"": '""Senior Level'""}"," {'""max'"": 102032.0"," '""min'"": 92222.48"," '""label'"": '""Lead Level'""}]""",1005888000.00,2448768000.00,1727328000.00,VND,"[{'max'"": 1460597752"," '""min'"": 1005888000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 1767326661"," '""min'"": 1460597752"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2213339624"," '""min'"": 1767326661"," '""label'"": '""Cấp cao cấp'""}"," {'""max'"": 2448768000"," '""min'"": 2213339624"," '""label'"": '""Lead Level'""}]""",2026-01-27 15:44:54.424881+00
